/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,277,303,331,386,A
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,341,293,392,386,B
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,404,293,453,382,0
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,464,288,512,376,9
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,527,284,571,374,1
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,121,466,173,577,3
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,188,463,233,560,7
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,244,457,313,565,M
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,326,448,356,570,/
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,368,449,424,556,3
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,436,446,482,554,7
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,497,441,547,550,5
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,557,434,617,546,C
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,632,434,686,542,C
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,284,604,349,701,M
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,358,601,408,697,2
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,417,598,465,694,0
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,474,594,524,690,9
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-04-26-161428.png,537,590,582,683,4
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,306,294,358,377,A
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,369,290,420,379,B
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,431,290,481,378,0
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,491,292,543,384,9
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,557,295,595,384,1
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,131,444,184,550,3
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,196,447,245,542,7
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,255,453,316,548,M
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,327,440,364,563,/
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,376,452,417,556,1
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,435,452,487,556,2
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,500,452,551,552,0
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,562,453,618,557,C
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,630,457,684,559,C
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,308,602,366,690,M
/home/numericube/Documents/current_projects/gcaesthetics-implantbox/dataset/ds_step4_caracter_detector/img_train/FULL-2019-05-16-144924.png,377,603,423,695,2
